,registrationCode,dateTime,registrationDate,lastEditTime,integer,category,category1,category2,numberOfParticipants,fatalities,fatalitiesChildren,numberOfInjured,injuredChildren,numberOfVehicles,policeVehicleCount,damagedVehicleCount,damagedPoliceVehicleCount,policeInstitutionL1,policeInstitutionL2,iforminusiInstitutionL1,iforminusiInstitutionL2,eventLocation,locationMunicipalityType,municipality,street,house,otherStreetIntersection,roadName,roadMeaning,distance,surfaceType,surfaceCondition,dayTime,roadLighting,meteoConditions,otherWeatherConditions,roadCurve,zeroFactor,otherZeroFactors,barriers,intersectionType,roadElement1,roadElement2,mandatorySpeedLimit,permittedSpeed,drunkDrivers,intoxicatedPerpetrators,refusedTestingPerpetrators,length,width,trafficParticipants,vehicleData
0,07-13-7271255,2012-12-31 23:32:00,2013-01-01 00:02:00,2013-03-14 10:04:00,0,Kiti eismo įvykiai,Kiti eismo įvykiai,Susidūrimas su stovinčia TP,2.0,0,,0,,2.0,,1.0,,Vilniaus AVPK,,Vilniaus AVPK,Vilniaus AVPK Kelių policijos valdybos Kelių patrulių rinktinė,"Vilnius, Vydūno 18",MIESTO_SAVIVALDYBE,Vilniaus m. sav.,Vydūno,18,,,,,"Asfaltbetonis, cementbetonis",Šlapia,Tamsus paros metas,Neįrengtas,Lietus,[],Tiesus horizontalus ruožas,,[],Nėra,,,,1,20.0,,,,,,"[{'dalyvisId': 22897970, 'kategorija': 'Automobilio vairuotojas', 'dalyvioTipas': 'Kitas asmuo', 'pasisalino': 'Ne', 'asmuoNezinomas': 'Ne', 'lytis': 'Vyras', 'pilietybe': 'Lietuva', 'amzius': 24, 'neigalumas': 'Ne', 'saugosDirzas': 'Neužsegtas', 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': 'Nesuveikė', 'bukle': 'Nenukentėjo', 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': 'Atitinka', 'vairavimoStazas': 6, 'busena': 'Blaivus', 'detaliBusena': None, 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Ne', 'girtumasPromilemis': None, 'dalyvioBusena': None, 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': [], 'tpId': 19801434}, {'dalyvisId': 22897969, 'kategorija': 'Automobilio vairuotojas', 'dalyvioTipas': None, 'pasisalino': 'Taip', 'asmuoNezinomas': 'Taip', 'lytis': None, 'pilietybe': None, 'amzius': None, 'neigalumas': None, 'saugosDirzas': None, 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': None, 'bukle': None, 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': None, 'vairavimoStazas': None, 'busena': None, 'detaliBusena': None, 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Ne', 'girtumasPromilemis': None, 'dalyvioBusena': None, 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': [], 'tpId': 19801433}]","[{'tpId': 19801434, 'regValstybe': 'Lietuva', 'kategorija': 'Keleivinis automobilis', 'klase': None, 'marke': 'AUDI', 'modelis': '100', 'pagaminimoMetai': None, 'pasisalino': None, 'ypatumai': None, 'apgadinimai': 'Priekinis bamperis', 'apgadinimaiKita': None, 'apdraustasCivilines': 1, 'apdraustasKasko': 0, 'fizinis': 'Taip', 'dalyvautiVTUzdrausta': 'Ne', 'nuliamiantysGedimai': [], 'pirminiaiSmugiai': ['Šoninis kairys']}, {'tpId': 19801433, 'regValstybe': None, 'kategorija': None, 'klase': None, 'marke': None, 'modelis': None, 'pagaminimoMetai': None, 'pasisalino': 'Pasišalino', 'ypatumai': None, 'apgadinimai': None, 'apgadinimaiKita': None, 'apdraustasCivilines': 0, 'apdraustasKasko': 0, 'fizinis': 'Taip', 'dalyvautiVTUzdrausta': 'Ne', 'nuliamiantysGedimai': [], 'pirminiaiSmugiai': []}]"
1,07-13-7271259,2013-01-01 00:54:00,2013-01-01 01:26:00,2013-03-14 10:01:00,0,Susidūrimas,Kiti susidūrimai,Kiti susidūrimai,2.0,0,,0,,2.0,,1.0,,Vilniaus AVPK,,Vilniaus AVPK,,"VILNIAUS M., VILNIUS, A. VOLANO G.",SAVIVALDYBE,VILNIAUS M.,A. VOLANO G.,,,,,,"Asfaltbetonis, cementbetonis",Šlapia,Tamsus paros metas,Įjungtas,Lietus,[],Tiesus horizontalus ruožas,,[],Nėra,,,,1,20.0,,,,,,"[{'dalyvisId': 22897891, 'kategorija': 'Automobilio vairuotojas', 'dalyvioTipas': 'Kitas asmuo', 'pasisalino': 'Ne', 'asmuoNezinomas': 'Ne', 'lytis': 'Vyras', 'pilietybe': 'Lietuva', 'amzius': 26, 'neigalumas': 'Ne', 'saugosDirzas': 'Užsegtas', 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': 'Nesuveikė', 'bukle': 'Nenukentėjo', 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': 'Atitinka', 'vairavimoStazas': 7, 'busena': 'Blaivus', 'detaliBusena': None, 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Ne', 'girtumasPromilemis': None, 'dalyvioBusena': None, 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': [], 'tpId': 19801406}, {'dalyvisId': 22897892, 'kategorija': 'Automobilio vairuotojas', 'dalyvioTipas': None, 'pasisalino': 'Taip', 'asmuoNezinomas': 'Taip', 'lytis': None, 'pilietybe': None, 'amzius': None, 'neigalumas': None, 'saugosDirzas': None, 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': None, 'bukle': None, 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': None, 'vairavimoStazas': None, 'busena': None, 'detaliBusena': None, 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Ne', 'girtumasPromilemis': None, 'dalyvioBusena': None, 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': [], 'tpId': 19801407}]","[{'tpId': 19801407, 'regValstybe': None, 'kategorija': None, 'klase': None, 'marke': None, 'modelis': None, 'pagaminimoMetai': None, 'pasisalino': 'Pasišalino', 'ypatumai': None, 'apgadinimai': None, 'apgadinimaiKita': None, 'apdraustasCivilines': 0, 'apdraustasKasko': 0, 'fizinis': 'Taip', 'dalyvautiVTUzdrausta': 'Ne', 'nuliamiantysGedimai': [], 'pirminiaiSmugiai': []}, {'tpId': 19801406, 'regValstybe': 'Lietuva', 'kategorija': 'Keleivinis automobilis', 'klase': None, 'marke': 'PORSCHE', 'modelis': 'CAYENNE S', 'pagaminimoMetai': 2011, 'pasisalino': None, 'ypatumai': None, 'apgadinimai': 'Priekinis bamperis', 'apgadinimaiKita': None, 'apdraustasCivilines': 1, 'apdraustasKasko': 0, 'fizinis': 'Ne', 'dalyvautiVTUzdrausta': 'Ne', 'nuliamiantysGedimai': [], 'pirminiaiSmugiai': ['Priekinis dešinys']}]"
2,07-13-7271001,2012-12-31 23:46:00,2013-01-01 02:26:00,2013-01-01 02:11:00,0,Užvažiavimas ant gyvūno,Kiti susidūrimai,Kiti susidūrimai,1.0,0,,0,,1.0,,1.0,,Utenos AVPK Anykščių r. PK,,Utenos AVPK Anykščių r. PK,,"Anykščių r. sav. Magistraliniai keliai Kaunas–Zarasai–Daugpilis, 113,90 km.",SAVIVALDYBE,Anykščių r. sav.,,,,Kaunas–Zarasai–Daugpilis,Magistraliniai keliai,113.9,"Asfaltbetonis, cementbetonis",Šlapia,Tamsus paros metas,Neįrengtas,Lietus,[],Tiesus horizontalus ruožas,,[],Nėra,,,,1,100.0,,,,,,"[{'dalyvisId': 21794565, 'kategorija': 'Automobilio vairuotojas', 'dalyvioTipas': 'Kitas asmuo', 'pasisalino': 'Ne', 'asmuoNezinomas': 'Ne', 'lytis': 'Moteris', 'pilietybe': 'Lietuva', 'amzius': 44, 'neigalumas': 'Ne', 'saugosDirzas': 'Užsegtas', 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': 'Nesuveikė', 'bukle': 'Nenukentėjo', 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': 'Atitinka', 'vairavimoStazas': 22, 'busena': 'Blaivus', 'detaliBusena': None, 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Ne', 'girtumasPromilemis': None, 'dalyvioBusena': None, 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': [], 'tpId': 19226309}]","[{'tpId': 19226309, 'regValstybe': 'Lietuva', 'kategorija': 'Keleivinis automobilis', 'klase': None, 'marke': 'SUBARU', 'modelis': 'FORESTER', 'pagaminimoMetai': None, 'pasisalino': None, 'ypatumai': None, 'apgadinimai': 'Priekinis bamperis', 'apgadinimaiKita': 'priekinis valstybinio numerio laikiklis', 'apdraustasCivilines': 1, 'apdraustasKasko': 0, 'fizinis': 'Ne', 'dalyvautiVTUzdrausta': 'Ne', 'nuliamiantysGedimai': [], 'pirminiaiSmugiai': ['Priekinis dešinys']}]"
3,07-13-7271276,2013-01-01 02:01:00,2013-01-01 03:27:00,2013-03-14 10:01:00,0,Užvažiavimas ant gyvūno,Kiti susidūrimai,Kiti susidūrimai,2.0,0,,0,,1.0,,1.0,,Vilniaus AVPK,,Vilniaus AVPK,Vilniaus AVPK Kelių policijos valdyba,"Vilnius, Ribiškių Didžioji 7",MIESTO_SAVIVALDYBE,Vilniaus m. sav.,Ribiškių Didžioji,7,,,,,"Asfaltbetonis, cementbetonis",Šlapia,Tamsus paros metas,Įjungtas,Apsiniaukę,[],Horizontalus vingis,,[],Nėra,,,,1,50.0,,,,,,"[{'dalyvisId': 22897876, 'kategorija': 'Automobilio vairuotojas', 'dalyvioTipas': 'Kitas asmuo', 'pasisalino': 'Ne', 'asmuoNezinomas': 'Ne', 'lytis': 'Moteris', 'pilietybe': 'Lietuva', 'amzius': 33, 'neigalumas': 'Ne', 'saugosDirzas': 'Užsegtas', 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': 'Nesuveikė', 'bukle': 'Nenukentėjo', 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': 'Atitinka', 'vairavimoStazas': 12, 'busena': 'Blaivus', 'detaliBusena': None, 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Ne', 'girtumasPromilemis': None, 'dalyvioBusena': None, 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': [], 'tpId': 19801349}, {'dalyvisId': 22897877, 'kategorija': 'Kiti', 'dalyvioTipas': None, 'pasisalino': 'Taip', 'asmuoNezinomas': 'Taip', 'lytis': None, 'pilietybe': None, 'amzius': None, 'neigalumas': None, 'saugosDirzas': None, 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': None, 'bukle': None, 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': None, 'vairavimoStazas': None, 'busena': None, 'detaliBusena': None, 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Ne', 'girtumasPromilemis': None, 'dalyvioBusena': None, 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': [], 'tpId': None}]","[{'tpId': 19801349, 'regValstybe': 'Lietuva', 'kategorija': 'Keleivinis automobilis', 'klase': None, 'marke': 'VOLKSWAGEN', 'modelis': 'PASSAT', 'pagaminimoMetai': None, 'pasisalino': None, 'ypatumai': None, 'apgadinimai': 'Priekinis bamperis', 'apgadinimaiKita': None, 'apdraustasCivilines': 1, 'apdraustasKasko': 0, 'fizinis': 'Taip', 'dalyvautiVTUzdrausta': 'Ne', 'nuliamiantysGedimai': [], 'pirminiaiSmugiai': ['Šoninis kairys']}]"
