,registrationCode,dateTime,registrationDate,lastEditTime,integer,category,category1,category2,numberOfParticipants,fatalities,fatalitiesChildren,numberOfInjured,injuredChildren,numberOfVehicles,policeVehicleCount,damagedVehicleCount,damagedPoliceVehicleCount,policeInstitutionL1,policeInstitutionL2,iforminusiInstitutionL1,iforminusiInstitutionL2,eventLocation,locationMunicipalityType,municipality,street,house,otherStreetIntersection,roadName,roadMeaning,distance,surfaceType,surfaceCondition,dayTime,roadLighting,meteoConditions,otherWeatherConditions,roadCurve,zeroFactor,otherZeroFactors,barriers,intersectionType,roadElement1,roadElement2,mandatorySpeedLimit,permittedSpeed,drunkDrivers,intoxicatedPerpetrators,refusedTestingPerpetrators,length,width,trafficParticipants,vehicleData
4,07-13-7271354,2013-01-01 02:28:00,2013-01-01 03:49:00,2013-07-30 15:23:00,0,Susidūrimas su stovinčia transporto priemone,Kiti eismo įvykiai,Kiti eismo įvykiai,2.0,0,,0,,2.0,,2.0,,Klaipėdos AVPK Klaipėdos r. PK,,Klaipėdos AVPK,,"Klaipėda, Naujakiemio 12 Vietiniai keliai",MIESTO_SAVIVALDYBE,Klaipėdos m. sav.,Naujakiemio,12,,,Vietiniai keliai,,"Asfaltbetonis, cementbetonis",Šlapia,Tamsus paros metas,Neįjungtas,Apsiniaukę,[],Tiesus horizontalus ruožas,,[],Nėra,,Kiemas,,1,20.0,,,,,,"[{'dalyvisId': 24796989, 'kategorija': 'Automobilio vairuotojas', 'dalyvioTipas': 'Kitas asmuo', 'pasisalino': 'Ne', 'asmuoNezinomas': 'Ne', 'lytis': 'Vyras', 'pilietybe': 'Lietuva', 'amzius': 50, 'neigalumas': 'Ne', 'saugosDirzas': 'Užsegtas', 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': 'Nesuveikė', 'bukle': 'Nenukentėjo', 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': 'Atitinka', 'vairavimoStazas': 18, 'busena': 'Blaivus', 'detaliBusena': None, 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Taip', 'girtumasPromilemis': None, 'dalyvioBusena': 'GALIMAS_KALTININKAS', 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': ['Saugaus atstumo nesilaikymas'], 'tpId': 21000435}, {'dalyvisId': 24796816, 'kategorija': 'Automobilio vairuotojas', 'dalyvioTipas': 'Kitas asmuo', 'pasisalino': 'Ne', 'asmuoNezinomas': 'Ne', 'lytis': 'Vyras', 'pilietybe': 'Lietuva', 'amzius': 49, 'neigalumas': 'Ne', 'saugosDirzas': 'Neužsegtas', 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': 'Nesuveikė', 'bukle': 'Nenukentėjo', 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': 'Atitinka', 'vairavimoStazas': 24, 'busena': 'Blaivus', 'detaliBusena': None, 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Ne', 'girtumasPromilemis': None, 'dalyvioBusena': None, 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': [], 'tpId': 21000436}]","[{'tpId': 21000436, 'regValstybe': 'Lietuva', 'kategorija': 'Keleivinis automobilis', 'klase': None, 'marke': 'LANCIA', 'modelis': 'LYBRA', 'pagaminimoMetai': None, 'pasisalino': None, 'ypatumai': None, 'apgadinimai': 'Kairės pusės užpakalinio vaizdo veidrodėlis', 'apgadinimaiKita': None, 'apdraustasCivilines': 1, 'apdraustasKasko': 0, 'fizinis': 'Taip', 'dalyvautiVTUzdrausta': 'Ne', 'nuliamiantysGedimai': [], 'pirminiaiSmugiai': ['Šoninis kairys']}, {'tpId': 21000435, 'regValstybe': 'Lietuva', 'kategorija': 'Keleivinis automobilis', 'klase': None, 'marke': 'AUDI', 'modelis': 'A4', 'pagaminimoMetai': None, 'pasisalino': None, 'ypatumai': None, 'apgadinimai': 'Priekinis bamperis', 'apgadinimaiKita': None, 'apdraustasCivilines': 0, 'apdraustasKasko': 0, 'fizinis': 'Taip', 'dalyvautiVTUzdrausta': 'Ne', 'nuliamiantysGedimai': [], 'pirminiaiSmugiai': ['Šoninis kairys']}]"
5,07-13-7271248,2012-12-31 21:54:00,2013-01-01 04:34:00,2013-01-01 04:34:00,0,Užvažiavimas ant gyvūno,Kiti eismo įvykiai,Užvažiavimas ant gyvūno,1.0,0,,0,,1.0,,1.0,,Klaipėdos AVPK Neringos PK,,Klaipėdos AVPK Neringos PK,,"Neringa Krašto keliai Smiltynė–Nida, 33,21 km.",SAVIVALDYBE,Neringos sav.,,,,Smiltynė–Nida,Krašto keliai,33.21,"Asfaltbetonis, cementbetonis",Šlapia,Tamsus paros metas,Neįrengtas,Apsiniaukę,[],Tiesus horizontalus ruožas,,[],Nėra,,,,1,70.0,,,,,,"[{'dalyvisId': 21794709, 'kategorija': 'Automobilio vairuotojas', 'dalyvioTipas': 'Kitas asmuo', 'pasisalino': 'Ne', 'asmuoNezinomas': 'Ne', 'lytis': 'Vyras', 'pilietybe': 'Lietuva', 'amzius': 19, 'neigalumas': 'Ne', 'saugosDirzas': 'Užsegtas', 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': 'Nesuveikė', 'bukle': 'Nenukentėjo', 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': 'Atitinka', 'vairavimoStazas': 2, 'busena': 'Blaivus', 'detaliBusena': None, 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Ne', 'girtumasPromilemis': None, 'dalyvioBusena': None, 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': [], 'tpId': 19226398}]","[{'tpId': 19226398, 'regValstybe': 'Lietuva', 'kategorija': 'Keleivinis automobilis', 'klase': None, 'marke': 'RENAULT', 'modelis': 'MEGANE', 'pagaminimoMetai': None, 'pasisalino': None, 'ypatumai': None, 'apgadinimai': 'Priekinis bamperis', 'apgadinimaiKita': None, 'apdraustasCivilines': 1, 'apdraustasKasko': 0, 'fizinis': 'Ne', 'dalyvautiVTUzdrausta': 'Ne', 'nuliamiantysGedimai': [], 'pirminiaiSmugiai': ['Šoninis dešinys']}]"
6,07-13-7271288,2013-01-01 02:49:00,2013-01-01 05:00:00,2013-01-01 05:02:00,0,Apvirtimas,Nuvažiavimai nuo kelio,Nuvažiavimai nuo kelio į dešinę tiesiame ruože,1.0,0,,0,,1.0,,1.0,,Panevėžio AVPK,,Panevėžio AVPK,,"Panevėžio r. sav., Miežiškių mstl. Krašto keliai Anykščiai–Troškūnai–Panevėžys, 43,67 km.",SAVIVALDYBE,Panevėžio r. sav.,,,,Anykščiai–Troškūnai–Panevėžys,Krašto keliai,43.67,"Asfaltbetonis, cementbetonis",Šlapia,Tamsus paros metas,Neįrengtas,Apsiniaukę,['Lietus'],Tiesus horizontalus ruožas,Kiti ,['Kiti '],Nėra,,,,1,90.0,,,,,,"[{'dalyvisId': 21794737, 'kategorija': 'Automobilio vairuotojas', 'dalyvioTipas': 'Kitas asmuo', 'pasisalino': 'Ne', 'asmuoNezinomas': 'Ne', 'lytis': 'Vyras', 'pilietybe': 'Lietuva', 'amzius': 24, 'neigalumas': 'Ne', 'saugosDirzas': 'Užsegtas', 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': 'Nesuveikė', 'bukle': 'Nenukentėjo', 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': 'Atitinka', 'vairavimoStazas': 7, 'busena': 'Blaivus', 'detaliBusena': None, 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Taip', 'girtumasPromilemis': None, 'dalyvioBusena': None, 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': ['Kiti Kelių eismo taisyklių pažeidimai'], 'tpId': 19226410}]","[{'tpId': 19226410, 'regValstybe': 'Lietuva', 'kategorija': 'Keleivinis automobilis', 'klase': None, 'marke': 'AUDI', 'modelis': 'A4', 'pagaminimoMetai': None, 'pasisalino': None, 'ypatumai': None, 'apgadinimai': 'Priekinis bamperis', 'apgadinimaiKita': None, 'apdraustasCivilines': 1, 'apdraustasKasko': 0, 'fizinis': 'Taip', 'dalyvautiVTUzdrausta': 'Ne', 'nuliamiantysGedimai': [], 'pirminiaiSmugiai': ['Priekinis']}]"
7,07-13-7271464,2013-01-01 06:20:00,2013-01-01 06:46:00,2013-01-03 13:05:00,0,Užvažiavimas ant kliūties,Kiti eismo įvykiai,Susidūrimas su stovinčia TP,3.0,0,,0,,3.0,,3.0,,Vilniaus AVPK,,Vilniaus AVPK,Vilniaus AVPK Kelių policijos valdybos Kelių patrulių rinktinė,"Vilniaus r. sav., Marijampolio k., Liepų 23",SAVIVALDYBE,Vilniaus r. sav.,Liepų,23,,,,,"Asfaltbetonis, cementbetonis",Apledėjusi,Tamsus paros metas,Įjungtas,Apsiniaukę,[],Tiesus horizontalus ruožas,,[],Nėra,,,,1,50.0,,,,,,"[{'dalyvisId': 21815800, 'kategorija': 'Automobilio vairuotojas', 'dalyvioTipas': 'Kitas asmuo', 'pasisalino': 'Ne', 'asmuoNezinomas': 'Ne', 'lytis': 'Vyras', 'pilietybe': 'Lietuva', 'amzius': 19, 'neigalumas': 'Ne', 'saugosDirzas': 'Užsegtas', 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': 'Nesuveikė', 'bukle': 'Nenukentėjo', 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': 'Neturi teisės vairuoti', 'vairavimoStazas': None, 'busena': 'Neblaivus', 'detaliBusena': 'Vidutinis neblaivumo (girtumo) laipsnis', 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Taip', 'girtumasPromilemis': 2.19, 'dalyvioBusena': None, 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': ['Saugaus atstumo nesilaikymas'], 'tpId': 19237937}, {'dalyvisId': 21815802, 'kategorija': 'Automobilio vairuotojas', 'dalyvioTipas': 'Kitas asmuo', 'pasisalino': 'Ne', 'asmuoNezinomas': 'Ne', 'lytis': 'Vyras', 'pilietybe': 'Lietuva', 'amzius': 47, 'neigalumas': 'Ne', 'saugosDirzas': 'Neužsegtas', 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': 'Nesuveikė', 'bukle': 'Nenukentėjo', 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': 'Atitinka', 'vairavimoStazas': 30, 'busena': 'Blaivus', 'detaliBusena': None, 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Ne', 'girtumasPromilemis': None, 'dalyvioBusena': None, 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': [], 'tpId': 19237939}, {'dalyvisId': 21815801, 'kategorija': 'Automobilio vairuotojas', 'dalyvioTipas': 'Kitas asmuo', 'pasisalino': 'Ne', 'asmuoNezinomas': 'Ne', 'lytis': 'Vyras', 'pilietybe': 'Lietuva', 'amzius': 23, 'neigalumas': 'Ne', 'saugosDirzas': 'Neužsegtas', 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': 'Nesuveikė', 'bukle': 'Nenukentėjo', 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': 'Atitinka', 'vairavimoStazas': 5, 'busena': 'Blaivus', 'detaliBusena': None, 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Ne', 'girtumasPromilemis': None, 'dalyvioBusena': None, 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': [], 'tpId': 19237938}]","[{'tpId': 19237939, 'regValstybe': 'Lietuva', 'kategorija': 'Keleivinis automobilis', 'klase': None, 'marke': 'FORD', 'modelis': 'MONDEO', 'pagaminimoMetai': None, 'pasisalino': None, 'ypatumai': None, 'apgadinimai': 'Užpakalinis kairės pusės sparnas', 'apgadinimaiKita': None, 'apdraustasCivilines': 1, 'apdraustasKasko': 0, 'fizinis': 'Taip', 'dalyvautiVTUzdrausta': 'Ne', 'nuliamiantysGedimai': [], 'pirminiaiSmugiai': ['Šoninis kairys']}, {'tpId': 19237937, 'regValstybe': 'Lietuva', 'kategorija': 'Keleivinis automobilis', 'klase': None, 'marke': 'HONDA', 'modelis': 'CIVIC', 'pagaminimoMetai': None, 'pasisalino': None, 'ypatumai': None, 'apgadinimai': 'Užpakalinis bamperis', 'apgadinimaiKita': None, 'apdraustasCivilines': 0, 'apdraustasKasko': 0, 'fizinis': 'Taip', 'dalyvautiVTUzdrausta': 'Ne', 'nuliamiantysGedimai': [], 'pirminiaiSmugiai': ['Galinis']}, {'tpId': 19237938, 'regValstybe': 'Lietuva', 'kategorija': 'Keleivinis automobilis', 'klase': None, 'marke': 'VOLKSWAGEN', 'modelis': 'PASSAT', 'pagaminimoMetai': None, 'pasisalino': None, 'ypatumai': None, 'apgadinimai': 'Priekinis kairės pusės sparnas', 'apgadinimaiKita': None, 'apdraustasCivilines': 1, 'apdraustasKasko': 0, 'fizinis': 'Taip', 'dalyvautiVTUzdrausta': 'Ne', 'nuliamiantysGedimai': [], 'pirminiaiSmugiai': ['Šoninis kairys']}]"
8,07-13-7271360,2013-01-01 06:10:00,2013-01-01 07:03:00,2013-01-01 07:55:00,0,Užvažiavimas ant kliūties,Nuvažiavimai nuo kelio,Nuvažiavimai nuo kelio į dešinę tiesiame ruože,1.0,0,,0,,1.0,,1.0,,Klaipėdos AVPK,,Klaipėdos AVPK,,"Klaipėda, H. Manto 1 Vietiniai keliai",MIESTO_SAVIVALDYBE,Klaipėdos m. sav.,H. Manto,1,,,Vietiniai keliai,,"Asfaltbetonis, cementbetonis",Šlapia,Tamsus paros metas,Įjungtas,Apsiniaukę,[],Tiesus horizontalus ruožas,,[],Nėra,,,,1,50.0,,,,,,"[{'dalyvisId': 21794856, 'kategorija': 'Automobilio vairuotojas', 'dalyvioTipas': 'Kitas asmuo', 'pasisalino': 'Ne', 'asmuoNezinomas': 'Ne', 'lytis': 'Vyras', 'pilietybe': 'Lietuva', 'amzius': 27, 'neigalumas': 'Ne', 'saugosDirzas': 'Užsegtas', 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': 'Nesuveikė', 'bukle': 'Nenukentėjo', 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': 'Atitinka', 'vairavimoStazas': 1, 'busena': 'Neblaivus', 'detaliBusena': 'Vidutinis neblaivumo (girtumo) laipsnis', 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Taip', 'girtumasPromilemis': 1.87, 'dalyvioBusena': None, 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': ['Saugaus greičio nepasirinkimas'], 'tpId': 19226446}]","[{'tpId': 19226446, 'regValstybe': 'Lietuva', 'kategorija': 'Keleivinis automobilis', 'klase': None, 'marke': 'VOLKSWAGEN', 'modelis': 'GOLF', 'pagaminimoMetai': None, 'pasisalino': None, 'ypatumai': None, 'apgadinimai': 'Priekinis bamperis', 'apgadinimaiKita': None, 'apdraustasCivilines': 1, 'apdraustasKasko': 0, 'fizinis': 'Taip', 'dalyvautiVTUzdrausta': 'Ne', 'nuliamiantysGedimai': [], 'pirminiaiSmugiai': ['Priekinis']}]"
9,07-13-7271503,2013-01-01 07:23:00,2013-01-01 07:44:00,2013-01-02 13:07:00,0,Užvažiavimas ant kliūties,Nuvažiavimai nuo kelio,Nuvažiavimai nuo kelio į dešinę tiesiame ruože,1.0,0,,0,,1.0,,1.0,,Vilniaus AVPK,,Vilniaus AVPK,Vilniaus AVPK Kelių policijos valdybos Kelių patrulių rinktinė,"Vilnius, Konstitucijos pr. 9",MIESTO_SAVIVALDYBE,Vilniaus m. sav.,Konstitucijos pr.,9,,,,,"Asfaltbetonis, cementbetonis",Šlapia,Tamsus paros metas,Įjungtas,Apsiniaukę,[],Tiesus horizontalus ruožas,,[],Nėra,,,,1,50.0,,,,,,"[{'dalyvisId': 21801656, 'kategorija': 'Automobilio vairuotojas', 'dalyvioTipas': 'Kitas asmuo', 'pasisalino': 'Ne', 'asmuoNezinomas': 'Ne', 'lytis': 'Vyras', 'pilietybe': 'Lietuva', 'amzius': 21, 'neigalumas': 'Ne', 'saugosDirzas': 'Užsegtas', 'vaikoKedesNaudojimas': None, 'saugosSalmoNaudojimas': None, 'oroPagalves': 'Suveikė', 'bukle': 'Nenukentėjo', 'detaliBukle': None, 'suzalojimoMastas': None, 'vairuotojoKvalifikacija': 'Atitinka', 'vairavimoStazas': 2, 'busena': 'Atsisakė būti patikrintas', 'detaliBusena': None, 'papBusena': None, 'detaliPapBusena': None, 'kaltininkas': 'Taip', 'girtumasPromilemis': None, 'dalyvioBusena': 'GALIMAS_KALTININKAS', 'teisenosStadijaBusena': None, 'dalyvioKetPazeidimai': ['Saugaus greičio nepasirinkimas'], 'tpId': 19229846}]","[{'tpId': 19229846, 'regValstybe': 'Lietuva', 'kategorija': 'Keleivinis automobilis', 'klase': None, 'marke': 'BMW', 'modelis': 'BMW5/1', 'pagaminimoMetai': None, 'pasisalino': None, 'ypatumai': None, 'apgadinimai': 'Priekinis dešinės pusės sparnas', 'apgadinimaiKita': 'suveikusios dvi priekinės oro pagalvės', 'apdraustasCivilines': 1, 'apdraustasKasko': 0, 'fizinis': 'Taip', 'dalyvautiVTUzdrausta': 'Ne', 'nuliamiantysGedimai': [], 'pirminiaiSmugiai': ['Priekinis']}]"
